xflr5 v6.57

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =   10.000000 m/s
Alpha =   10.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    1.272014
Cy    =   -0.000000
Cd    =    0.051376     ICd   =    0.051376     PCd   =    0.000000
Cl   = -2.37529e-14
Cm   =    -2.10233
ICn   =   -0.000000     PCn   =   -0.000000 
XCP   =    6.967907     YCP   =    0.000000     ZCP   =    0.409405  
XNP   =    0.000000
Bending = 39849.143685

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
  -13.8741     2.4192    -1.764    1.490815    0.000000    0.045864   -6.636655   -0.126025     0.0000    0.0000    0.3279   1432.7076
  -13.6833     2.4701    -1.768    1.485212    0.000000    0.045795   -6.402784   -0.126031     0.0000    0.0000    0.3282   1579.7226
  -13.4891     2.5219    -1.775    1.479388    0.000000    0.045797   -6.174534   -0.126020     0.0000    0.0000    0.3286   1737.9664
  -13.2916     2.5746    -1.784    1.473353    0.000000    0.045849   -5.951952   -0.125992     0.0000    0.0000    0.3289   1908.0022
  -13.0908     2.6282    -1.796    1.467120    0.000000    0.045946   -5.735054   -0.125949     0.0000    0.0000    0.3293   2090.4045
  -12.8867     2.6826    -1.809    1.460703    0.000000    0.046094   -5.523860   -0.125896     0.0000    0.0000    0.3297   2285.7585
  -12.6795     2.7379    -1.825    1.454108    0.000000    0.046276   -5.318350   -0.125830     0.0000    0.0000    0.3300   2494.6598
  -12.4692     2.7940    -1.842    1.447344    0.000000    0.046492   -5.118481   -0.125754     0.0000    0.0000    0.3304   2717.7130
  -12.2558     2.8509    -1.860    1.440418    0.000000    0.046738   -4.924198   -0.125669     0.0000    0.0000    0.3308   2955.5319
  -12.0393     2.9086    -1.881    1.433337    0.000000    0.047013   -4.735458   -0.125575     0.0000    0.0000    0.3312   3208.7378
  -11.8199     2.9672    -1.902    1.426103    0.000000    0.047305   -4.552152   -0.125474     0.0000    0.0000    0.3316   3477.9591
  -11.5976     3.0265    -1.924    1.418723    0.000000    0.047618   -4.374203   -0.125366     0.0000    0.0000    0.3320   3763.8303
  -11.3724     3.0865    -1.948    1.411198    0.000000    0.047947   -4.201524   -0.125252     0.0000    0.0000    0.3325   4066.9909
  -11.1444     3.1473    -1.973    1.403532    0.000000    0.048289   -4.034021   -0.125134     0.0000    0.0000    0.3329   4388.0847
  -10.9137     3.2089    -1.998    1.395727    0.000000    0.048644   -3.871587   -0.125011     0.0000    0.0000    0.3333   4727.7585
  -10.6802     3.2712    -2.025    1.387783    0.000000    0.049002   -3.714110   -0.124882     0.0000    0.0000    0.3338   5086.6608
  -10.4442     3.3341    -2.052    1.379701    0.000000    0.049371   -3.561489   -0.124751     0.0000    0.0000    0.3343   5465.4411
  -10.2055     3.3978    -2.080    1.371481    0.000000    0.049740   -3.413597   -0.124616     0.0000    0.0000    0.3348   5864.7483
   -9.9643     3.4621    -2.108    1.363121    0.000000    0.050110   -3.270325   -0.124479     0.0000    0.0000    0.3353   6285.2297
   -9.7207     3.5271    -2.137    1.354622    0.000000    0.050478   -3.131560   -0.124340     0.0000    0.0000    0.3358   6727.5293
   -9.4747     3.5927    -2.166    1.345982    0.000000    0.050847   -2.997195   -0.124200     0.0000    0.0000    0.3363   7192.2871
   -9.2263     3.6590    -2.196    1.337198    0.000000    0.051206   -2.867114   -0.124059     0.0000    0.0000    0.3368   7680.1370
   -8.9757     3.7258    -2.226    1.328267    0.000000    0.051558   -2.741201   -0.123917     0.0000    0.0000    0.3374   8191.7059
   -8.7228     3.7933    -2.256    1.319188    0.000000    0.051901   -2.619350   -0.123776     0.0000    0.0000    0.3380   8727.6119
   -8.4678     3.8613    -2.287    1.309956    0.000000    0.052233   -2.501450   -0.123638     0.0000    0.0000    0.3386   9288.4629
   -8.2107     3.9299    -2.317    1.300567    0.000000    0.052549   -2.387399   -0.123501     0.0000    0.0000    0.3392   9874.8553
   -7.9516     3.9990    -2.348    1.291017    0.000000    0.052850   -2.277088   -0.123368     0.0000    0.0000    0.3399   10487.3720
   -7.6905     4.0686    -2.378    1.281300    0.000000    0.053131   -2.170419   -0.123240     0.0000    0.0000    0.3405   11126.5809
   -7.4276     4.1388    -2.408    1.271412    0.000000    0.053390   -2.067291   -0.123119     0.0000    0.0000    0.3412   11793.0336
   -7.1628     4.2094    -2.438    1.261346    0.000000    0.053626   -1.967610   -0.123005     0.0000    0.0000    0.3420   12487.2632
   -6.8962     4.2805    -2.468    1.251097    0.000000    0.053836   -1.871281   -0.122902     0.0000    0.0000    0.3428   13209.7833
   -6.6279     4.3521    -2.497    1.240655    0.000000    0.054009   -1.778215   -0.122811     0.0000    0.0000    0.3436   13961.0854
   -6.3580     4.4241    -2.525    1.230013    0.000000    0.054150   -1.688321   -0.122736     0.0000    0.0000    0.3444   14741.6380
   -6.0865     4.4965    -2.553    1.219166    0.000000    0.054255   -1.601520   -0.122682     0.0000    0.0000    0.3453   15551.8845
   -5.8135     4.5693    -2.579    1.208101    0.000000    0.054314   -1.517728   -0.122652     0.0000    0.0000    0.3463   16392.2411
   -5.5391     4.6425    -2.604    1.196811    0.000000    0.054328   -1.436874   -0.122653     0.0000    0.0000    0.3473   17263.0958
   -5.2633     4.7161    -2.628    1.185283    0.000000    0.054284   -1.358879   -0.122689     0.0000    0.0000    0.3485   18164.8058
   -4.9862     4.7900    -2.649    1.173507    0.000000    0.054180   -1.283680   -0.122770     0.0000    0.0000    0.3496   19097.6962
   -4.7079     4.8642    -2.669    1.161470    0.000000    0.054007   -1.211212   -0.122904     0.0000    0.0000    0.3509   20062.0583
   -4.4284     4.9388    -2.685    1.149161    0.000000    0.053761   -1.141418   -0.123105     0.0000    0.0000    0.3523   21058.1470
   -4.1478     5.0136    -2.698    1.136563    0.000000    0.053419   -1.074242   -0.123384     0.0000    0.0000    0.3539   22086.1800
   -3.8662     5.0887    -2.708    1.123664    0.000000    0.052982   -1.009638   -0.123761     0.0000    0.0000    0.3556   23146.3352
   -3.5837     5.1641    -2.712    1.110445    0.000000    0.052428   -0.947567   -0.124259     0.0000    0.0000    0.3574   24238.7493
   -3.3003     5.2397    -2.710    1.096891    0.000000    0.051741   -0.887995   -0.124902     0.0000    0.0000    0.3596   25363.5159
   -3.0160     5.3155    -2.702    1.082982    0.000000    0.050900   -0.830899   -0.125723     0.0000    0.0000    0.3619   26520.6834
   -2.7310     5.3915    -2.684    1.068699    0.000000    0.049877   -0.776271   -0.126766     0.0000    0.0000    0.3646   27710.2538
   -2.4454     5.4677    -2.656    1.054022    0.000000    0.048640   -0.724114   -0.128082     0.0000    0.0000    0.3677   28932.1802
   -2.1591     5.5441    -2.614    1.038925    0.000000    0.047143   -0.674451   -0.129738     0.0000    0.0000    0.3713   30186.3656
   -1.8723     5.6206    -2.555    1.023381    0.000000    0.045335   -0.627332   -0.131823     0.0000    0.0000    0.3756   31472.6607
   -1.5850     5.6972    -2.474    1.007351    0.000000    0.043125   -0.582837   -0.134449     0.0000    0.0000    0.3806   32790.8623
   -1.2974     5.7739    -2.364    0.990773    0.000000    0.040401   -0.541103   -0.137776     0.0000    0.0000    0.3865   34140.7109
   -1.0094     5.8508    -2.214    0.973518    0.000000    0.036973   -0.502339   -0.142025     0.0000    0.0000    0.3938   35521.8882
   -0.7212     5.9276    -2.005    0.955226    0.000000    0.032488   -0.466884   -0.147529     0.0000    0.0000    0.4029   36934.0120
   -0.4328     6.0046    -1.703    0.934409    0.000000    0.026142   -0.435363   -0.154840     0.0000    0.0000    0.4144   38376.6244
   -0.1443     6.0815    -1.231    0.896093    0.000000    0.014057   -0.411995   -0.166084     0.0000    0.0000    0.4292   39849.1437
    0.1443     6.0815    -1.231    0.896093    0.000000    0.014057   -0.411995   -0.166084     0.0000    0.0000    0.4292   39849.1437
    0.4328     6.0046    -1.703    0.934409    0.000000    0.026142   -0.435363   -0.154840     0.0000    0.0000    0.4144   38376.6244
    0.7212     5.9276    -2.005    0.955226    0.000000    0.032488   -0.466884   -0.147529     0.0000    0.0000    0.4029   36934.0120
    1.0094     5.8508    -2.214    0.973518    0.000000    0.036973   -0.502339   -0.142025     0.0000    0.0000    0.3938   35521.8882
    1.2974     5.7739    -2.364    0.990773    0.000000    0.040401   -0.541103   -0.137776     0.0000    0.0000    0.3865   34140.7109
    1.5850     5.6972    -2.474    1.007351    0.000000    0.043125   -0.582837   -0.134449     0.0000    0.0000    0.3806   32790.8623
    1.8723     5.6206    -2.555    1.023381    0.000000    0.045335   -0.627332   -0.131823     0.0000    0.0000    0.3756   31472.6607
    2.1591     5.5441    -2.614    1.038925    0.000000    0.047143   -0.674451   -0.129738     0.0000    0.0000    0.3713   30186.3656
    2.4454     5.4677    -2.656    1.054022    0.000000    0.048640   -0.724114   -0.128082     0.0000    0.0000    0.3677   28932.1802
    2.7310     5.3915    -2.684    1.068699    0.000000    0.049877   -0.776271   -0.126766     0.0000    0.0000    0.3646   27710.2538
    3.0160     5.3155    -2.702    1.082982    0.000000    0.050900   -0.830899   -0.125723     0.0000    0.0000    0.3619   26520.6834
    3.3003     5.2397    -2.710    1.096891    0.000000    0.051741   -0.887995   -0.124902     0.0000    0.0000    0.3596   25363.5159
    3.5837     5.1641    -2.712    1.110445    0.000000    0.052428   -0.947567   -0.124259     0.0000    0.0000    0.3574   24238.7493
    3.8662     5.0887    -2.708    1.123664    0.000000    0.052982   -1.009638   -0.123761     0.0000    0.0000    0.3556   23146.3352
    4.1478     5.0136    -2.698    1.136563    0.000000    0.053419   -1.074242   -0.123384     0.0000    0.0000    0.3539   22086.1800
    4.4284     4.9388    -2.685    1.149161    0.000000    0.053761   -1.141418   -0.123105     0.0000    0.0000    0.3523   21058.1470
    4.7079     4.8642    -2.669    1.161470    0.000000    0.054007   -1.211212   -0.122904     0.0000    0.0000    0.3509   20062.0583
    4.9862     4.7900    -2.649    1.173507    0.000000    0.054180   -1.283680   -0.122770     0.0000    0.0000    0.3496   19097.6962
    5.2633     4.7161    -2.628    1.185283    0.000000    0.054284   -1.358879   -0.122689     0.0000    0.0000    0.3485   18164.8058
    5.5391     4.6425    -2.604    1.196811    0.000000    0.054328   -1.436874   -0.122653     0.0000    0.0000    0.3473   17263.0958
    5.8135     4.5693    -2.579    1.208101    0.000000    0.054314   -1.517728   -0.122652     0.0000    0.0000    0.3463   16392.2411
    6.0865     4.4965    -2.553    1.219166    0.000000    0.054255   -1.601520   -0.122682     0.0000    0.0000    0.3453   15551.8845
    6.3580     4.4241    -2.525    1.230013    0.000000    0.054150   -1.688321   -0.122736     0.0000    0.0000    0.3444   14741.6380
    6.6279     4.3521    -2.497    1.240655    0.000000    0.054009   -1.778215   -0.122811     0.0000    0.0000    0.3436   13961.0854
    6.8962     4.2805    -2.468    1.251097    0.000000    0.053836   -1.871281   -0.122902     0.0000    0.0000    0.3428   13209.7833
    7.1628     4.2094    -2.438    1.261346    0.000000    0.053626   -1.967610   -0.123005     0.0000    0.0000    0.3420   12487.2632
    7.4276     4.1388    -2.408    1.271412    0.000000    0.053390   -2.067291   -0.123119     0.0000    0.0000    0.3412   11793.0336
    7.6905     4.0686    -2.378    1.281300    0.000000    0.053131   -2.170419   -0.123240     0.0000    0.0000    0.3405   11126.5809
    7.9516     3.9990    -2.348    1.291017    0.000000    0.052850   -2.277088   -0.123368     0.0000    0.0000    0.3399   10487.3720
    8.2107     3.9299    -2.317    1.300567    0.000000    0.052549   -2.387399   -0.123501     0.0000    0.0000    0.3392   9874.8553
    8.4678     3.8613    -2.287    1.309956    0.000000    0.052233   -2.501450   -0.123638     0.0000    0.0000    0.3386   9288.4629
    8.7228     3.7933    -2.256    1.319188    0.000000    0.051901   -2.619350   -0.123776     0.0000    0.0000    0.3380   8727.6119
    8.9757     3.7258    -2.226    1.328267    0.000000    0.051558   -2.741201   -0.123917     0.0000    0.0000    0.3374   8191.7059
    9.2263     3.6590    -2.196    1.337198    0.000000    0.051206   -2.867114   -0.124059     0.0000    0.0000    0.3368   7680.1370
    9.4747     3.5927    -2.166    1.345982    0.000000    0.050847   -2.997195   -0.124200     0.0000    0.0000    0.3363   7192.2871
    9.7207     3.5271    -2.137    1.354622    0.000000    0.050478   -3.131560   -0.124340     0.0000    0.0000    0.3358   6727.5293
    9.9643     3.4621    -2.108    1.363121    0.000000    0.050110   -3.270325   -0.124479     0.0000    0.0000    0.3353   6285.2297
   10.2055     3.3978    -2.080    1.371481    0.000000    0.049740   -3.413597   -0.124616     0.0000    0.0000    0.3348   5864.7483
   10.4442     3.3341    -2.052    1.379701    0.000000    0.049371   -3.561489   -0.124751     0.0000    0.0000    0.3343   5465.4411
   10.6802     3.2712    -2.025    1.387783    0.000000    0.049002   -3.714110   -0.124882     0.0000    0.0000    0.3338   5086.6608
   10.9137     3.2089    -1.998    1.395727    0.000000    0.048644   -3.871587   -0.125011     0.0000    0.0000    0.3333   4727.7585
   11.1444     3.1473    -1.973    1.403532    0.000000    0.048289   -4.034021   -0.125134     0.0000    0.0000    0.3329   4388.0847
   11.3724     3.0865    -1.948    1.411198    0.000000    0.047947   -4.201524   -0.125252     0.0000    0.0000    0.3325   4066.9909
   11.5976     3.0265    -1.924    1.418723    0.000000    0.047618   -4.374203   -0.125366     0.0000    0.0000    0.3320   3763.8303
   11.8199     2.9672    -1.902    1.426103    0.000000    0.047305   -4.552152   -0.125474     0.0000    0.0000    0.3316   3477.9591
   12.0393     2.9086    -1.881    1.433337    0.000000    0.047013   -4.735458   -0.125575     0.0000    0.0000    0.3312   3208.7378
   12.2558     2.8509    -1.860    1.440418    0.000000    0.046738   -4.924198   -0.125669     0.0000    0.0000    0.3308   2955.5319
   12.4692     2.7940    -1.842    1.447344    0.000000    0.046492   -5.118481   -0.125754     0.0000    0.0000    0.3304   2717.7130
   12.6795     2.7379    -1.825    1.454108    0.000000    0.046276   -5.318350   -0.125830     0.0000    0.0000    0.3300   2494.6598
   12.8867     2.6826    -1.809    1.460703    0.000000    0.046094   -5.523860   -0.125896     0.0000    0.0000    0.3297   2285.7585
   13.0908     2.6282    -1.796    1.467120    0.000000    0.045946   -5.735054   -0.125949     0.0000    0.0000    0.3293   2090.4045
   13.2916     2.5746    -1.784    1.473353    0.000000    0.045849   -5.951952   -0.125992     0.0000    0.0000    0.3289   1908.0022
   13.4891     2.5219    -1.775    1.479388    0.000000    0.045797   -6.174534   -0.126020     0.0000    0.0000    0.3286   1737.9664
   13.6833     2.4701    -1.768    1.485212    0.000000    0.045795   -6.402784   -0.126031     0.0000    0.0000    0.3282   1579.7226
   13.8741     2.4192    -1.764    1.490815    0.000000    0.045864   -6.636655   -0.126025     0.0000    0.0000    0.3279   1432.7076
   14.0615     2.3692    -1.763    1.496176    0.000000    0.045997   -6.876030   -0.125999     0.0000    0.0000    0.3275   1296.3704
   14.2454     2.3202    -1.765    1.501279    0.000000    0.046207   -7.120786   -0.125950     0.0000    0.0000    0.3272   1170.1723
   14.4258     2.2721    -1.770    1.506101    0.000000    0.046503   -7.370753   -0.125875     0.0000    0.0000    0.3269   1053.5874
   14.6027     2.2249    -1.780    1.510617    0.000000    0.046891   -7.625699   -0.125770     0.0000    0.0000    0.3265   946.1032
   14.7759     2.1787    -1.793    1.514801    0.000000    0.047384   -7.885343   -0.125631     0.0000    0.0000    0.3262   847.2210
   14.9455     2.1334    -1.812    1.518621    0.000000    0.047995   -8.149320   -0.125454     0.0000    0.0000    0.3258   756.4559
   15.1114     2.0892    -1.835    1.522041    0.000000    0.048733   -8.417212   -0.125232     0.0000    0.0000    0.3255   673.3372
   15.2736     2.0459    -1.865    1.525019    0.000000    0.049611   -8.688484   -0.124961     0.0000    0.0000    0.3251   597.4089
   15.4320     2.0037    -1.900    1.527510    0.000000    0.050645   -8.962526   -0.124632     0.0000    0.0000    0.3248   528.2293
   15.5867     1.9624    -1.944    1.529463    0.000000    0.051864   -9.238607   -0.124238     0.0000    0.0000    0.3244   465.3717
   15.7374     1.9222    -1.994    1.530810    0.000000    0.053248   -9.515803   -0.123763     0.0000    0.0000    0.3240   408.4243
   15.8843     1.8830    -2.052    1.531487    0.000000    0.054841   -9.793166   -0.123202     0.0000    0.0000    0.3236   356.9900
   16.0273     1.8449    -2.120    1.531418    0.000000    0.056660   -10.069508   -0.122538     0.0000    0.0000    0.3232   310.6868
   16.1663     1.8078    -2.198    1.530512    0.000000    0.058715   -10.343435   -0.121757     0.0000    0.0000    0.3227   269.1478
   16.3013     1.7718    -2.287    1.528670    0.000000    0.061026   -10.613415   -0.120838     0.0000    0.0000    0.3222   232.0209
   16.4323     1.7369    -2.388    1.525777    0.000000    0.063603   -10.877628   -0.119763     0.0000    0.0000    0.3216   198.9688
   16.5592     1.7030    -2.503    1.521709    0.000000    0.066476   -11.134017   -0.118505     0.0000    0.0000    0.3210   169.6691
   16.6821     1.6702    -2.631    1.516317    0.000000    0.069638   -11.380226   -0.117037     0.0000    0.0000    0.3203   143.8141
   16.8008     1.6386    -2.774    1.509442    0.000000    0.073108   -11.613615   -0.115329     0.0000    0.0000    0.3195   121.1107
   16.9154     1.6080    -2.933    1.500902    0.000000    0.076872   -11.831169   -0.113342     0.0000    0.0000    0.3187   101.2801
   17.0258     1.5785    -3.109    1.490497    0.000000    0.080923   -12.029477   -0.111040     0.0000    0.0000    0.3177   84.0580
   17.1321     1.5502    -3.302    1.478009    0.000000    0.085240   -12.204864   -0.108380     0.0000    0.0000    0.3165   69.1942
   17.2340     1.5230    -3.513    1.463202    0.000000    0.089792   -12.353274   -0.105318     0.0000    0.0000    0.3152   56.4525
   17.3318     1.4969    -3.741    1.445820    0.000000    0.094521   -12.470202   -0.101810     0.0000    0.0000    0.3136   45.6104
   17.4252     1.4720    -3.988    1.425594    0.000000    0.099363   -12.550892   -0.097810     0.0000    0.0000    0.3119   36.4594
   17.5144     1.4482    -4.252    1.402248    0.000000    0.104235   -12.590411   -0.093277     0.0000    0.0000    0.3098   28.8042
   17.5993     1.4256    -4.532    1.375495    0.000000    0.109016   -12.583507   -0.088178     0.0000    0.0000    0.3074   22.4631
   17.6798     1.4041    -4.830    1.345063    0.000000    0.113630   -12.524865   -0.082496     0.0000    0.0000    0.3047   17.2676
   17.7559     1.3838    -5.142    1.310677    0.000000    0.117924   -12.409369   -0.076215     0.0000    0.0000    0.3016   13.0622
   17.8277     1.3647    -5.469    1.272088    0.000000    0.121771   -12.232162   -0.069347     0.0000    0.0000    0.2980    9.7042
   17.8950     1.3467    -5.810    1.229070    0.000000    0.125040   -11.988810   -0.061923     0.0000    0.0000    0.2939    7.0638
   17.9580     1.3299    -6.165    1.181435    0.000000    0.127609   -11.675784   -0.053996     0.0000    0.0000    0.2893    5.0234
   18.0165     1.3143    -6.537    1.129034    0.000000    0.129358   -11.290509   -0.045646     0.0000    0.0000    0.2841    3.4780
   18.0705     1.2999    -6.926    1.071765    0.000000    0.130183   -10.831483   -0.036979     0.0000    0.0000    0.2782    2.3341
   18.1201     1.2866    -7.338    1.009577    0.000000    0.129997   -10.299491   -0.028130     0.0000    0.0000    0.2717    1.5099
   18.1653     1.2746    -7.779    0.942476    0.000000    0.128741   -9.697077   -0.019285     0.0000    0.0000    0.2644    0.9348
   18.2059     1.2638    -8.260    0.870522    0.000000    0.126373   -9.029725   -0.010673     0.0000    0.0000    0.2563    0.5485
   18.2421     1.2541    -8.800    0.793837    0.000000    0.122894   -8.309431   -0.002635     0.0000    0.0000    0.2477    0.3011
   18.2738     1.2457    -9.430    0.712602    0.000000    0.118358   -7.563275    0.004240     0.0000    0.0000    0.2392    0.1518
   18.3009     1.2384   -10.206    0.627069    0.000000    0.112898   -6.838378    0.009167     0.0000    0.0000    0.2323    0.0683
   18.3236     1.2324   -11.258    0.537589    0.000000    0.107012   -6.170674    0.011643     0.0000    0.0000    0.2288    0.0262
   18.3417     1.2276   -12.922    0.444629    0.000000    0.102019   -5.534961    0.011810     0.0000    0.0000    0.2301    0.0079
   18.3553     1.2239   -15.811    0.348651    0.000000    0.098736   -4.871382    0.010096     0.0000    0.0000    0.2367    0.0016
   18.3643     1.2215   -22.277    0.251228    0.000000    0.102924   -4.248313    0.004707     0.0000    0.0000    0.2563    0.0001
   18.3689     1.2203   -67.811    0.168579    0.000000    0.413367   -3.615304    0.015366     0.0000    0.0000    0.2335    0.0000


Main Wing Cp Coefficients
 Panel     CtrlPt.x        CtrlPt.y        CtrlPt.z       Nx      Ny       Nz        Area       Cp
Main WingCp Coefficients
Strip 1
  13       1.401e+01      -1.836e+01       4.106e-01          -0.028          -0.034          -0.999       4.020e-05        -37.0004
  14       1.398e+01      -1.836e+01       4.131e-01          -0.087          -0.060          -0.994       1.187e-04        -12.6915
  15       1.391e+01      -1.836e+01       4.185e-01          -0.075          -0.054          -0.996       1.900e-04         -5.2246
  16       1.381e+01      -1.836e+01       4.248e-01          -0.057          -0.046          -0.997       2.500e-04         -2.8239
  17       1.369e+01      -1.836e+01       4.301e-01          -0.034          -0.035          -0.999       2.953e-04         -1.7750
  18       1.355e+01      -1.836e+01       4.330e-01          -0.009          -0.022          -1.000       3.236e-04         -1.2021
  19       1.341e+01      -1.836e+01       4.327e-01           0.014          -0.010          -1.000       3.334e-04         -0.8475
  20       1.326e+01      -1.836e+01       4.288e-01           0.040           0.006          -0.999       3.240e-04         -0.5974
