xflr5 v6.57

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =   10.000000 m/s
Alpha =    0.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.490938
Cy    =   -0.000000
Cd    =    0.007743     ICd   =    0.007743     PCd   =    0.000000
Cl   = -8.39964e-15
Cm   =   -0.866375
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    7.442152     YCP   =    0.000000     ZCP   =    0.472677  
XNP   =    0.000000
Bending = 15559.971770

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
  -17.9580     1.3299    -2.671    0.479229    0.000000    0.022361   -4.600497   -0.096332     0.0000    0.0000    0.4552    2.0843
  -17.8950     1.3467    -2.475    0.496461    0.000000    0.021460   -4.706095   -0.100276     0.0000    0.0000    0.4557    2.9235
  -17.8277     1.3647    -2.291    0.511790    0.000000    0.020480   -4.784597   -0.103775     0.0000    0.0000    0.4561    4.0061
  -17.7559     1.3838    -2.120    0.525344    0.000000    0.019452   -4.837879   -0.106853     0.0000    0.0000    0.4564    5.3788
  -17.6798     1.4041    -1.962    0.537260    0.000000    0.018406   -4.868062   -0.109542     0.0000    0.0000    0.4566    7.0928
  -17.5993     1.4256    -1.816    0.547676    0.000000    0.017365   -4.877349   -0.111876     0.0000    0.0000    0.4567    9.2042
  -17.5144     1.4482    -1.683    0.556730    0.000000    0.016356   -4.868018   -0.113897     0.0000    0.0000    0.4568   11.7741
  -17.4252     1.4720    -1.561    0.564548    0.000000    0.015385   -4.842196   -0.115637     0.0000    0.0000    0.4569   14.8683
  -17.3318     1.4969    -1.451    0.571255    0.000000    0.014467   -4.801965   -0.117131     0.0000    0.0000    0.4570   18.5579
  -17.2340     1.5230    -1.351    0.576966    0.000000    0.013609   -4.749242   -0.118412     0.0000    0.0000    0.4570   22.9191
  -17.1321     1.5502    -1.262    0.581784    0.000000    0.012813   -4.685808   -0.119510     0.0000    0.0000    0.4571   28.0330
  -17.0258     1.5785    -1.181    0.585806    0.000000    0.012082   -4.613288   -0.120450     0.0000    0.0000    0.4572   33.9863
  -16.9154     1.6080    -1.110    0.589118    0.000000    0.011415   -4.533116   -0.121254     0.0000    0.0000    0.4574   40.8710
  -16.8008     1.6386    -1.046    0.591796    0.000000    0.010809   -4.446608   -0.121943     0.0000    0.0000    0.4576   48.7841
  -16.6821     1.6702    -0.990    0.593910    0.000000    0.010263   -4.354924   -0.122533     0.0000    0.0000    0.4578   57.8287
  -16.5592     1.7030    -0.940    0.595521    0.000000    0.009773   -4.259101   -0.123039     0.0000    0.0000    0.4581   68.1129
  -16.4323     1.7369    -0.896    0.596683    0.000000    0.009334   -4.160044   -0.123472     0.0000    0.0000    0.4584   79.7507
  -16.3013     1.7718    -0.858    0.597447    0.000000    0.008947   -4.058560   -0.123844     0.0000    0.0000    0.4588   92.8616
  -16.1663     1.8078    -0.824    0.597853    0.000000    0.008603   -3.955345   -0.124165     0.0000    0.0000    0.4592   107.5711
  -16.0273     1.8449    -0.795    0.597938    0.000000    0.008300   -3.851008   -0.124439     0.0000    0.0000    0.4596   124.0101
  -15.8843     1.8830    -0.770    0.597737    0.000000    0.008034   -3.746090   -0.124676     0.0000    0.0000    0.4601   142.3155
  -15.7374     1.9222    -0.748    0.597278    0.000000    0.007802   -3.641053   -0.124878     0.0000    0.0000    0.4606   162.6300
  -15.5867     1.9624    -0.730    0.596589    0.000000    0.007605   -3.536304   -0.125054     0.0000    0.0000    0.4612   185.1021
  -15.4320     2.0037    -0.715    0.595689    0.000000    0.007431   -3.432155   -0.125202     0.0000    0.0000    0.4618   209.8861
  -15.2736     2.0459    -0.702    0.594601    0.000000    0.007285   -3.328934   -0.125330     0.0000    0.0000    0.4625   237.1422
  -15.1114     2.0892    -0.692    0.593342    0.000000    0.007163   -3.226881   -0.125439     0.0000    0.0000    0.4631   267.0364
  -14.9455     2.1334    -0.683    0.591929    0.000000    0.007061   -3.126209   -0.125532     0.0000    0.0000    0.4639   299.7403
  -14.7759     2.1787    -0.677    0.590373    0.000000    0.006978   -3.027089   -0.125611     0.0000    0.0000    0.4646   335.4315
  -14.6027     2.2249    -0.673    0.588689    0.000000    0.006912   -2.929673   -0.125679     0.0000    0.0000    0.4654   374.2930
  -14.4258     2.2721    -0.670    0.586886    0.000000    0.006861   -2.834077   -0.125735     0.0000    0.0000    0.4662   416.5135
  -14.2454     2.3202    -0.668    0.584973    0.000000    0.006824   -2.740399   -0.125782     0.0000    0.0000    0.4671   462.2870
  -14.0615     2.3692    -0.668    0.582959    0.000000    0.006800   -2.648714   -0.125821     0.0000    0.0000    0.4680   511.8131
  -13.8741     2.4192    -0.669    0.580852    0.000000    0.006786   -2.559083   -0.125853     0.0000    0.0000    0.4689   565.2964
  -13.6833     2.4701    -0.671    0.578656    0.000000    0.006782   -2.471545   -0.125878     0.0000    0.0000    0.4699   622.9466
  -13.4891     2.5219    -0.675    0.576381    0.000000    0.006789   -2.386134   -0.125898     0.0000    0.0000    0.4708   684.9783
  -13.2916     2.5746    -0.679    0.574028    0.000000    0.006802   -2.302865   -0.125913     0.0000    0.0000    0.4718   751.6106
  -13.0908     2.6282    -0.684    0.571603    0.000000    0.006824   -2.221745   -0.125924     0.0000    0.0000    0.4729   823.0675
  -12.8867     2.6826    -0.690    0.569107    0.000000    0.006850   -2.142761   -0.125929     0.0000    0.0000    0.4740   899.5767
  -12.6795     2.7379    -0.696    0.566547    0.000000    0.006883   -2.065915   -0.125932     0.0000    0.0000    0.4751   981.3702
  -12.4692     2.7940    -0.703    0.563922    0.000000    0.006920   -1.991188   -0.125932     0.0000    0.0000    0.4762   1068.6837
  -12.2558     2.8509    -0.711    0.561238    0.000000    0.006962   -1.918562   -0.125928     0.0000    0.0000    0.4774   1161.7562
  -12.0393     2.9086    -0.719    0.558494    0.000000    0.007008   -1.848011   -0.125922     0.0000    0.0000    0.4786   1260.8297
  -11.8199     2.9672    -0.728    0.555693    0.000000    0.007057   -1.779490   -0.125914     0.0000    0.0000    0.4799   1366.1493
  -11.5976     3.0265    -0.737    0.552836    0.000000    0.007109   -1.712984   -0.125903     0.0000    0.0000    0.4811   1477.9621
  -11.3724     3.0865    -0.746    0.549924    0.000000    0.007163   -1.648451   -0.125891     0.0000    0.0000    0.4824   1596.5175
  -11.1444     3.1473    -0.756    0.546958    0.000000    0.007219   -1.585851   -0.125877     0.0000    0.0000    0.4838   1722.0664
  -10.9137     3.2089    -0.766    0.543937    0.000000    0.007277   -1.525148   -0.125862     0.0000    0.0000    0.4852   1854.8609
  -10.6802     3.2712    -0.777    0.540864    0.000000    0.007337   -1.466297   -0.125845     0.0000    0.0000    0.4866   1995.1540
  -10.4442     3.3341    -0.788    0.537735    0.000000    0.007396   -1.409257   -0.125827     0.0000    0.0000    0.4881   2143.1989
  -10.2055     3.3978    -0.799    0.534553    0.000000    0.007456   -1.353986   -0.125808     0.0000    0.0000    0.4896   2299.2486
   -9.9643     3.4621    -0.810    0.531317    0.000000    0.007517   -1.300442   -0.125788     0.0000    0.0000    0.4911   2463.5555
   -9.7207     3.5271    -0.822    0.528025    0.000000    0.007577   -1.248583   -0.125767     0.0000    0.0000    0.4928   2636.3709
   -9.4747     3.5927    -0.834    0.524677    0.000000    0.007637   -1.198365   -0.125746     0.0000    0.0000    0.4944   2817.9445
   -9.2263     3.6590    -0.846    0.521272    0.000000    0.007696   -1.149745   -0.125724     0.0000    0.0000    0.4961   3008.5233
   -8.9757     3.7258    -0.858    0.517809    0.000000    0.007754   -1.102682   -0.125702     0.0000    0.0000    0.4979   3208.3521
   -8.7228     3.7933    -0.870    0.514286    0.000000    0.007812   -1.057136   -0.125680     0.0000    0.0000    0.4997   3417.6719
   -8.4678     3.8613    -0.882    0.510702    0.000000    0.007867   -1.013065   -0.125658     0.0000    0.0000    0.5016   3636.7200
   -8.2107     3.9299    -0.895    0.507054    0.000000    0.007920   -0.970428   -0.125636     0.0000    0.0000    0.5035   3865.7288
   -7.9516     3.9990    -0.907    0.503341    0.000000    0.007971   -0.929189   -0.125616     0.0000    0.0000    0.5055   4104.9257
   -7.6905     4.0686    -0.919    0.499560    0.000000    0.008019   -0.889307   -0.125596     0.0000    0.0000    0.5076   4354.5324
   -7.4276     4.1388    -0.932    0.495708    0.000000    0.008064   -0.850746   -0.125578     0.0000    0.0000    0.5097   4614.7637
   -7.1628     4.2094    -0.944    0.491784    0.000000    0.008106   -0.813469   -0.125563     0.0000    0.0000    0.5120   4885.8277
   -6.8962     4.2805    -0.956    0.487783    0.000000    0.008143   -0.777441   -0.125550     0.0000    0.0000    0.5143   5167.9243
   -6.6279     4.3521    -0.968    0.483703    0.000000    0.008176   -0.742630   -0.125540     0.0000    0.0000    0.5167   5461.2451
   -6.3580     4.4241    -0.980    0.479540    0.000000    0.008204   -0.709002   -0.125535     0.0000    0.0000    0.5193   5765.9725
   -6.0865     4.4965    -0.991    0.475290    0.000000    0.008227   -0.676527   -0.125535     0.0000    0.0000    0.5219   6082.2789
   -5.8135     4.5693    -1.002    0.470948    0.000000    0.008242   -0.645173   -0.125541     0.0000    0.0000    0.5247   6410.3260
   -5.5391     4.6425    -1.013    0.466510    0.000000    0.008251   -0.614913   -0.125556     0.0000    0.0000    0.5276   6750.2644
   -5.2633     4.7161    -1.023    0.461970    0.000000    0.008251   -0.585718   -0.125581     0.0000    0.0000    0.5307   7102.2324
   -4.9862     4.7900    -1.032    0.457323    0.000000    0.008242   -0.557564   -0.125618     0.0000    0.0000    0.5339   7466.3556
   -4.7079     4.8642    -1.040    0.452563    0.000000    0.008222   -0.530425   -0.125669     0.0000    0.0000    0.5373   7842.7459
   -4.4284     4.9388    -1.048    0.447683    0.000000    0.008190   -0.504278   -0.125739     0.0000    0.0000    0.5410   8231.5011
   -4.1478     5.0136    -1.053    0.442674    0.000000    0.008143   -0.479104   -0.125830     0.0000    0.0000    0.5448   8632.7036
   -3.8662     5.0887    -1.058    0.437531    0.000000    0.008081   -0.454882   -0.125948     0.0000    0.0000    0.5490   9046.4201
   -3.5837     5.1641    -1.060    0.432243    0.000000    0.007999   -0.431597   -0.126099     0.0000    0.0000    0.5534   9472.7006
   -3.3003     5.2397    -1.059    0.426802    0.000000    0.007895   -0.409234   -0.126289     0.0000    0.0000    0.5582   9911.5776
   -3.0160     5.3155    -1.056    0.421197    0.000000    0.007765   -0.387780   -0.126526     0.0000    0.0000    0.5633   10363.0654
   -2.7310     5.3915    -1.048    0.415417    0.000000    0.007602   -0.367229   -0.126822     0.0000    0.0000    0.5690   10827.1592
   -2.4454     5.4677    -1.035    0.409452    0.000000    0.007401   -0.347576   -0.127189     0.0000    0.0000    0.5752   11303.8341
   -2.1591     5.5441    -1.015    0.403287    0.000000    0.007152   -0.328820   -0.127644     0.0000    0.0000    0.5820   11793.0447
   -1.8723     5.6206    -0.987    0.396914    0.000000    0.006844   -0.310970   -0.128207     0.0000    0.0000    0.5896   12294.7240
   -1.5850     5.6972    -0.947    0.390318    0.000000    0.006459   -0.294040   -0.128908     0.0000    0.0000    0.5981   12808.7825
   -1.2974     5.7739    -0.891    0.383489    0.000000    0.005972   -0.278058   -0.129781     0.0000    0.0000    0.6077   13335.1077
   -1.0094     5.8508    -0.812    0.376417    0.000000    0.005345   -0.263074   -0.130880     0.0000    0.0000    0.6188   13873.5633
   -0.7212     5.9276    -0.698    0.369080    0.000000    0.004510   -0.249167   -0.132284     0.0000    0.0000    0.6316   14423.9883
   -0.4328     6.0046    -0.527    0.361356    0.000000    0.003340   -0.236498   -0.134147     0.0000    0.0000    0.6468   14986.1964
   -0.1443     6.0815    -0.249    0.351405    0.000000    0.001546   -0.226811   -0.136704     0.0000    0.0000    0.6586   15559.9718
    0.1443     6.0815    -0.249    0.351405    0.000000    0.001546   -0.226811   -0.136704     0.0000    0.0000    0.6586   15559.9718
    0.4328     6.0046    -0.527    0.361356    0.000000    0.003340   -0.236498   -0.134147     0.0000    0.0000    0.6468   14986.1964
    0.7212     5.9276    -0.698    0.369080    0.000000    0.004510   -0.249167   -0.132284     0.0000    0.0000    0.6316   14423.9883
    1.0094     5.8508    -0.812    0.376417    0.000000    0.005345   -0.263074   -0.130880     0.0000    0.0000    0.6188   13873.5633
    1.2974     5.7739    -0.891    0.383489    0.000000    0.005972   -0.278058   -0.129781     0.0000    0.0000    0.6077   13335.1077
    1.5850     5.6972    -0.947    0.390318    0.000000    0.006459   -0.294040   -0.128908     0.0000    0.0000    0.5981   12808.7825
    1.8723     5.6206    -0.987    0.396914    0.000000    0.006844   -0.310970   -0.128207     0.0000    0.0000    0.5896   12294.7240
    2.1591     5.5441    -1.015    0.403287    0.000000    0.007152   -0.328820   -0.127644     0.0000    0.0000    0.5820   11793.0447
    2.4454     5.4677    -1.035    0.409452    0.000000    0.007401   -0.347576   -0.127189     0.0000    0.0000    0.5752   11303.8341
    2.7310     5.3915    -1.048    0.415417    0.000000    0.007602   -0.367229   -0.126822     0.0000    0.0000    0.5690   10827.1592
    3.0160     5.3155    -1.056    0.421197    0.000000    0.007765   -0.387780   -0.126526     0.0000    0.0000    0.5633   10363.0654
    3.3003     5.2397    -1.059    0.426802    0.000000    0.007895   -0.409234   -0.126289     0.0000    0.0000    0.5582   9911.5776
    3.5837     5.1641    -1.060    0.432243    0.000000    0.007999   -0.431597   -0.126099     0.0000    0.0000    0.5534   9472.7006
    3.8662     5.0887    -1.058    0.437531    0.000000    0.008081   -0.454882   -0.125948     0.0000    0.0000    0.5490   9046.4201
    4.1478     5.0136    -1.053    0.442674    0.000000    0.008143   -0.479104   -0.125830     0.0000    0.0000    0.5448   8632.7036
    4.4284     4.9388    -1.048    0.447683    0.000000    0.008190   -0.504278   -0.125739     0.0000    0.0000    0.5410   8231.5011
    4.7079     4.8642    -1.040    0.452563    0.000000    0.008222   -0.530425   -0.125669     0.0000    0.0000    0.5373   7842.7459
    4.9862     4.7900    -1.032    0.457323    0.000000    0.008242   -0.557564   -0.125618     0.0000    0.0000    0.5339   7466.3556
    5.2633     4.7161    -1.023    0.461970    0.000000    0.008251   -0.585718   -0.125581     0.0000    0.0000    0.5307   7102.2324
    5.5391     4.6425    -1.013    0.466510    0.000000    0.008251   -0.614913   -0.125556     0.0000    0.0000    0.5276   6750.2644
    5.8135     4.5693    -1.002    0.470948    0.000000    0.008242   -0.645173   -0.125541     0.0000    0.0000    0.5247   6410.3260
    6.0865     4.4965    -0.991    0.475290    0.000000    0.008227   -0.676527   -0.125535     0.0000    0.0000    0.5219   6082.2789
    6.3580     4.4241    -0.980    0.479540    0.000000    0.008204   -0.709002   -0.125535     0.0000    0.0000    0.5193   5765.9725
    6.6279     4.3521    -0.968    0.483703    0.000000    0.008176   -0.742630   -0.125540     0.0000    0.0000    0.5167   5461.2451
    6.8962     4.2805    -0.956    0.487783    0.000000    0.008143   -0.777441   -0.125550     0.0000    0.0000    0.5143   5167.9243
    7.1628     4.2094    -0.944    0.491784    0.000000    0.008106   -0.813469   -0.125563     0.0000    0.0000    0.5120   4885.8277
    7.4276     4.1388    -0.932    0.495708    0.000000    0.008064   -0.850746   -0.125578     0.0000    0.0000    0.5097   4614.7637
    7.6905     4.0686    -0.919    0.499560    0.000000    0.008019   -0.889307   -0.125596     0.0000    0.0000    0.5076   4354.5324
    7.9516     3.9990    -0.907    0.503341    0.000000    0.007971   -0.929189   -0.125616     0.0000    0.0000    0.5055   4104.9257
    8.2107     3.9299    -0.895    0.507054    0.000000    0.007920   -0.970428   -0.125636     0.0000    0.0000    0.5035   3865.7288
    8.4678     3.8613    -0.882    0.510702    0.000000    0.007867   -1.013065   -0.125658     0.0000    0.0000    0.5016   3636.7200
    8.7228     3.7933    -0.870    0.514286    0.000000    0.007812   -1.057136   -0.125680     0.0000    0.0000    0.4997   3417.6719
    8.9757     3.7258    -0.858    0.517809    0.000000    0.007754   -1.102682   -0.125702     0.0000    0.0000    0.4979   3208.3521
    9.2263     3.6590    -0.846    0.521272    0.000000    0.007696   -1.149745   -0.125724     0.0000    0.0000    0.4961   3008.5233
    9.4747     3.5927    -0.834    0.524677    0.000000    0.007637   -1.198365   -0.125746     0.0000    0.0000    0.4944   2817.9445
    9.7207     3.5271    -0.822    0.528025    0.000000    0.007577   -1.248583   -0.125767     0.0000    0.0000    0.4928   2636.3709
    9.9643     3.4621    -0.810    0.531317    0.000000    0.007517   -1.300442   -0.125788     0.0000    0.0000    0.4911   2463.5555
   10.2055     3.3978    -0.799    0.534553    0.000000    0.007456   -1.353986   -0.125808     0.0000    0.0000    0.4896   2299.2486
   10.4442     3.3341    -0.788    0.537735    0.000000    0.007396   -1.409257   -0.125827     0.0000    0.0000    0.4881   2143.1989
   10.6802     3.2712    -0.777    0.540864    0.000000    0.007337   -1.466297   -0.125845     0.0000    0.0000    0.4866   1995.1540
   10.9137     3.2089    -0.766    0.543937    0.000000    0.007277   -1.525148   -0.125862     0.0000    0.0000    0.4852   1854.8609
   11.1444     3.1473    -0.756    0.546958    0.000000    0.007219   -1.585851   -0.125877     0.0000    0.0000    0.4838   1722.0664
   11.3724     3.0865    -0.746    0.549924    0.000000    0.007163   -1.648451   -0.125891     0.0000    0.0000    0.4824   1596.5175
   11.5976     3.0265    -0.737    0.552836    0.000000    0.007109   -1.712984   -0.125903     0.0000    0.0000    0.4811   1477.9621
   11.8199     2.9672    -0.728    0.555693    0.000000    0.007057   -1.779490   -0.125914     0.0000    0.0000    0.4799   1366.1493
   12.0393     2.9086    -0.719    0.558494    0.000000    0.007008   -1.848011   -0.125922     0.0000    0.0000    0.4786   1260.8297
   12.2558     2.8509    -0.711    0.561238    0.000000    0.006962   -1.918562   -0.125928     0.0000    0.0000    0.4774   1161.7562
   12.4692     2.7940    -0.703    0.563922    0.000000    0.006920   -1.991188   -0.125932     0.0000    0.0000    0.4762   1068.6837
   12.6795     2.7379    -0.696    0.566547    0.000000    0.006883   -2.065915   -0.125932     0.0000    0.0000    0.4751   981.3702
   12.8867     2.6826    -0.690    0.569107    0.000000    0.006850   -2.142761   -0.125929     0.0000    0.0000    0.4740   899.5767
   13.0908     2.6282    -0.684    0.571603    0.000000    0.006824   -2.221745   -0.125924     0.0000    0.0000    0.4729   823.0675
   13.2916     2.5746    -0.679    0.574028    0.000000    0.006802   -2.302865   -0.125913     0.0000    0.0000    0.4718   751.6106
   13.4891     2.5219    -0.675    0.576381    0.000000    0.006789   -2.386134   -0.125898     0.0000    0.0000    0.4708   684.9783
   13.6833     2.4701    -0.671    0.578656    0.000000    0.006782   -2.471545   -0.125878     0.0000    0.0000    0.4699   622.9466
   13.8741     2.4192    -0.669    0.580852    0.000000    0.006786   -2.559083   -0.125853     0.0000    0.0000    0.4689   565.2964
   14.0615     2.3692    -0.668    0.582959    0.000000    0.006800   -2.648714   -0.125821     0.0000    0.0000    0.4680   511.8131
   14.2454     2.3202    -0.668    0.584973    0.000000    0.006824   -2.740399   -0.125782     0.0000    0.0000    0.4671   462.2870
   14.4258     2.2721    -0.670    0.586886    0.000000    0.006861   -2.834077   -0.125735     0.0000    0.0000    0.4662   416.5135
   14.6027     2.2249    -0.673    0.588689    0.000000    0.006912   -2.929673   -0.125679     0.0000    0.0000    0.4654   374.2930
   14.7759     2.1787    -0.677    0.590373    0.000000    0.006978   -3.027089   -0.125611     0.0000    0.0000    0.4646   335.4315
   14.9455     2.1334    -0.683    0.591929    0.000000    0.007061   -3.126209   -0.125532     0.0000    0.0000    0.4639   299.7403
   15.1114     2.0892    -0.692    0.593342    0.000000    0.007163   -3.226881   -0.125439     0.0000    0.0000    0.4631   267.0364
   15.2736     2.0459    -0.702    0.594601    0.000000    0.007285   -3.328934   -0.125330     0.0000    0.0000    0.4625   237.1422
   15.4320     2.0037    -0.715    0.595689    0.000000    0.007431   -3.432155   -0.125202     0.0000    0.0000    0.4618   209.8861
   15.5867     1.9624    -0.730    0.596589    0.000000    0.007605   -3.536304   -0.125054     0.0000    0.0000    0.4612   185.1021
   15.7374     1.9222    -0.748    0.597278    0.000000    0.007802   -3.641053   -0.124878     0.0000    0.0000    0.4606   162.6300
   15.8843     1.8830    -0.770    0.597737    0.000000    0.008034   -3.746090   -0.124676     0.0000    0.0000    0.4601   142.3155
   16.0273     1.8449    -0.795    0.597938    0.000000    0.008300   -3.851008   -0.124439     0.0000    0.0000    0.4596   124.0101
   16.1663     1.8078    -0.824    0.597853    0.000000    0.008603   -3.955345   -0.124165     0.0000    0.0000    0.4592   107.5711
   16.3013     1.7718    -0.858    0.597447    0.000000    0.008947   -4.058560   -0.123844     0.0000    0.0000    0.4588   92.8616
   16.4323     1.7369    -0.896    0.596683    0.000000    0.009334   -4.160044   -0.123472     0.0000    0.0000    0.4584   79.7507
   16.5592     1.7030    -0.940    0.595521    0.000000    0.009773   -4.259101   -0.123039     0.0000    0.0000    0.4581   68.1129
   16.6821     1.6702    -0.990    0.593910    0.000000    0.010263   -4.354924   -0.122533     0.0000    0.0000    0.4578   57.8287
   16.8008     1.6386    -1.046    0.591796    0.000000    0.010809   -4.446608   -0.121943     0.0000    0.0000    0.4576   48.7841
   16.9154     1.6080    -1.110    0.589118    0.000000    0.011415   -4.533116   -0.121254     0.0000    0.0000    0.4574   40.8710
   17.0258     1.5785    -1.181    0.585806    0.000000    0.012082   -4.613288   -0.120450     0.0000    0.0000    0.4572   33.9863
   17.1321     1.5502    -1.262    0.581784    0.000000    0.012813   -4.685808   -0.119510     0.0000    0.0000    0.4571   28.0330
   17.2340     1.5230    -1.351    0.576966    0.000000    0.013609   -4.749242   -0.118412     0.0000    0.0000    0.4570   22.9191
   17.3318     1.4969    -1.451    0.571255    0.000000    0.014467   -4.801965   -0.117131     0.0000    0.0000    0.4570   18.5579
   17.4252     1.4720    -1.561    0.564548    0.000000    0.015385   -4.842196   -0.115637     0.0000    0.0000    0.4569   14.8683
   17.5144     1.4482    -1.683    0.556730    0.000000    0.016356   -4.868018   -0.113897     0.0000    0.0000    0.4568   11.7741
   17.5993     1.4256    -1.816    0.547676    0.000000    0.017365   -4.877349   -0.111876     0.0000    0.0000    0.4567    9.2042
   17.6798     1.4041    -1.962    0.537260    0.000000    0.018406   -4.868062   -0.109542     0.0000    0.0000    0.4566    7.0928
   17.7559     1.3838    -2.120    0.525344    0.000000    0.019452   -4.837879   -0.106853     0.0000    0.0000    0.4564    5.3788
   17.8277     1.3647    -2.291    0.511790    0.000000    0.020480   -4.784597   -0.103775     0.0000    0.0000    0.4561    4.0061
   17.8950     1.3467    -2.475    0.496461    0.000000    0.021460   -4.706095   -0.100276     0.0000    0.0000    0.4557    2.9235
   17.9580     1.3299    -2.671    0.479229    0.000000    0.022361   -4.600497   -0.096332     0.0000    0.0000    0.4552    2.0843
   18.0165     1.3143    -2.880    0.459975    0.000000    0.023145   -4.466353   -0.091927     0.0000    0.0000    0.4545    1.4466
   18.0705     1.2999    -3.103    0.438594    0.000000    0.023779   -4.302765   -0.087059     0.0000    0.0000    0.4536    0.9732
   18.1201     1.2866    -3.340    0.415005    0.000000    0.024223   -4.109737   -0.081743     0.0000    0.0000    0.4525    0.6310
   18.1653     1.2746    -3.594    0.389151    0.000000    0.024444   -3.888559   -0.076022     0.0000    0.0000    0.4512    0.3915
   18.2059     1.2638    -3.868    0.361003    0.000000    0.024409   -3.642229   -0.069967     0.0000    0.0000    0.4496    0.2302
   18.2421     1.2541    -4.169    0.330568    0.000000    0.024097   -3.376948   -0.063716     0.0000    0.0000    0.4478    0.1266
   18.2738     1.2457    -4.509    0.297887    0.000000    0.023491   -3.104182   -0.057510     0.0000    0.0000    0.4459    0.0639
   18.3009     1.2384    -4.910    0.263047    0.000000    0.022597   -2.841564   -0.051706     0.0000    0.0000    0.4440    0.0288
   18.3236     1.2324    -5.425    0.226191    0.000000    0.021481   -2.607598   -0.046664     0.0000    0.0000    0.4425    0.0111
   18.3417     1.2276    -6.197    0.187531    0.000000    0.020363   -2.425172   -0.042694     0.0000    0.0000    0.4413    0.0033
   18.3553     1.2239    -7.499    0.147306    0.000000    0.019392   -2.353546   -0.040353     0.0000    0.0000    0.4381    0.0007
   18.3643     1.2215   -10.461    0.106248    0.000000    0.019619   -2.554344   -0.042091     0.0000    0.0000    0.4323    0.0001
   18.3689     1.2203   -45.835    0.071272    0.000000    0.073384   -2.676408   -0.036409     0.0000    0.0000    0.4014    0.0000


Main Wing Cp Coefficients
 Panel     CtrlPt.x        CtrlPt.y        CtrlPt.z       Nx      Ny       Nz        Area       Cp
Main WingCp Coefficients
Strip 1
  13       1.401e+01      -1.836e+01       4.106e-01          -0.028          -0.034          -0.999       4.020e-05         -6.1028
  14       1.398e+01      -1.836e+01       4.131e-01          -0.087          -0.060          -0.994       1.187e-04         -2.0775
  15       1.391e+01      -1.836e+01       4.185e-01          -0.075          -0.054          -0.996       1.900e-04         -0.7964
  16       1.381e+01      -1.836e+01       4.248e-01          -0.057          -0.046          -0.997       2.500e-04         -0.3797
  17       1.369e+01      -1.836e+01       4.301e-01          -0.034          -0.035          -0.999       2.953e-04         -0.1948
  18       1.355e+01      -1.836e+01       4.330e-01          -0.009          -0.022          -1.000       3.236e-04         -0.0952
  19       1.341e+01      -1.836e+01       4.327e-01           0.014          -0.010          -1.000       3.334e-04         -0.0370
  20       1.326e+01      -1.836e+01       4.288e-01           0.040           0.006          -0.999       3.240e-04          0.0015
